asset_id,display_name,tx_hash,listing_id,listed_at,price_lovelace,listing_type
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a35343639,ADA Ninjaz - Aramar #5469,d3268a8b02bbb69f673a518090d0a12315501180f02cd31610d51220849ef067#0,21063982,2022-12-21T07:25:59.639Z,140000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a36333239,ADA Ninjaz - Aramar #6329,e974e616d097f760d013d7b5fa88097fce4295223b914625903a34d17f9901e2#0,21052235,2022-12-19T16:41:06.063Z,400000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a33383938,ADA Ninjaz - Aramar #3898,ecbf6b21aff198453663bf9752b5f5f1e807ca8cbbf235024df334ebf6d34a1c#0,20499846,2022-12-18T17:26:05.708Z,800000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a38333934,ADA Ninjaz - Aramar #8394,81d9913dc08d0d6a0fea4771a59d37854f5e0fd38fd24620eca4dd41f5d5cb99#0,21039218,2022-12-17T13:34:39.360Z,300000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a30333737,ADA Ninjaz - Aramar #0377,e6208b5d9c28ac0defffefef9e4460fe0246ad9e63b66d3aefe87a8c07c414cf,20953085,2022-12-13T14:56:04.960Z,295000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a35303931,ADA Ninjaz - Aramar #5091,3bfb5093d8e1b5375c9b6c9af701a46c5aa6ca250a498f3d778ab39ffeadb3b9,21007473,2022-12-13T14:36:35.232Z,150000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a36333037,ADA Ninjaz - Aramar #6307,449e810ebacecf3a18fe8574e503b8ae4470213ee3fa4cd11bd4ba6a058e1fed,20969556,2022-12-07T05:57:15.027Z,500000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a32393539,ADA Ninjaz - Aramar #2959,45adc8fe85323a7af8a969dcab41e76fd077dce3e06d2b0169a753e0ff7e64b6,20959854,2022-12-05T11:52:05.078Z,1000000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a31353936,ADA Ninjaz - Aramar #1596,ff600ee61f292ef6824181775c86b43f0d4bac406b5a7ae98e5fb9602f7677cc,20957325,2022-12-04T22:00:12.035Z,333000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a30323038,ADA Ninjaz - Aramar #0208,da4d75c8524bb699436b1ef13e3d56d7e66e5c1b88730bdfb2c4d81517110599,20957322,2022-12-04T21:59:04.247Z,333000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a33383339,ADA Ninjaz - Aramar #3839,c64f4440b4fa53ca623c39379365c589f5330359f9d999a24edaac08ede8da83,20957320,2022-12-04T21:57:05.721Z,420000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a35343631,ADA Ninjaz - Aramar #5461,d0ff07fab9247b2c54d9074c70cd01725afb98982a9c16095d1f6912eee8c8c7,19218560,2022-11-30T14:30:04.514Z,440000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a38363335,ADA Ninjaz - Aramar #8635,e250dc02b5717bd071a3787ef8dbd53e66f9129636fb6a3f7870294d94e383c4,20908827,2022-11-27T08:56:06.573Z,269000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a34373835,ADA Ninjaz - Aramar #4785,e92fb6d21be5352d4fc0f16b3bf04bdf241402b93a2e208771a55272dafd9158,20893815,2022-11-24T15:56:15.081Z,180000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a38353830,ADA Ninjaz - Aramar #8580,f57b443a13fa06ae391ea285c004d58143aa38f59edf61679051dfffc57d8974,20892487,2022-11-24T10:32:06.016Z,222000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a38333432,ADA Ninjaz - Aramar #8342,dad20f6906831c867a5d9818cbd80cd9c573735032f6b4ea1d1b29baece6f80c,20850669,2022-11-17T12:32:05.907Z,145000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a37323436,ADA Ninjaz - Aramar #7246,80a7c01edadf53d20309b2249cabc3f82159ff86b334d9cb59eca27422b6fe05,20830255,2022-11-13T21:27:09.515Z,240000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a33323338,ADA Ninjaz - Aramar #3238,d505c31ca03dd7d956cc760176d84702526cc279e1c750e3656e5fd95d228965,20830252,2022-11-13T21:25:16.897Z,240000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a31353738,ADA Ninjaz - Aramar #1578,6cb11f09ba9ac65ef9dd9572225e7ae1b8d058bbdb3f6f1a82dea3887bd07d01,20830245,2022-11-13T21:24:26.353Z,280000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a33303236,ADA Ninjaz - Aramar #3026,a8f4256cb70014083005f9d31290ad8560d40eb7f7ca516dfaaa43afa11c901c,20830249,2022-11-13T21:24:25.997Z,340000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a37343230,ADA Ninjaz - Aramar #7420,9561f16ca67dec2ffb4cfa934ca9494ca3607dbeb4fa4f9220fca5a5f22370f8,20817028,2022-11-11T18:44:08.707Z,753000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a38363931,ADA Ninjaz - Aramar #8691,1a003a214919d85497244d5e18bb1add62e2d540fd95a645e65a370f5b6cedcb,20813529,2022-11-11T06:07:08.368Z,10000000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a37363238,ADA Ninjaz - Aramar #7628,80593c25df9424e1e5dfd0749fccccd60fb81c09156168d6532a29cc5f24a0e8,20813522,2022-11-11T06:03:08.220Z,5000000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a32323931,ADA Ninjaz - Aramar #2291,61f7983295f5d853f2ac08ab4cb43dac879e1e41f8e79c010c9eb338ea7f2f41,20786893,2022-11-07T03:11:11.496Z,550000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a32363637,ADA Ninjaz - Aramar #2667,c83420b3e7e0fe6937da7a6cfad650acc3b41188b40060c928fd13d7147beeef,20327038,2022-11-06T19:50:20.448Z,979000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a31303333,ADA Ninjaz - Aramar #1033,6c8ddb59e8825aab54d97bf6412bcf0923cc1ab81d8af7b1f9cc5b8b7b36e3a4,20627445,2022-11-04T01:34:07.156Z,180000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a34343336,ADA Ninjaz - Aramar #4436,c15c213d0b89622e65c7fbb99c30049e710f91398745f8d3c83575759b6b8192,20747185,2022-11-03T00:30:36.000Z,249000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a30303333,ADA Ninjaz - Aramar #0033,b74eeb68eb0e489ed72e3051a941913c650c5c102697930308b2d805d8705c04,20747188,2022-11-03T00:30:36.000Z,299000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a37333534,ADA Ninjaz - Aramar #7354,c8fd7253cfb92f7940f3b30113d2f934b4296fbeffb1204d9ca6f5368e1c433a,20734999,2022-11-01T17:15:53.000Z,249000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a31323035,ADA Ninjaz - Aramar #1205,a268aa87089c1c9a69148791622f62b5c2710ebaa1bbad31d1b7032bbda69895,20734254,2022-11-01T15:12:12.911Z,210000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a32303437,ADA Ninjaz - Aramar #2047,e58dc361d9b35bbeb1e7391b2355bccdd1dafc30c0b0564684d858c61f296a8e,19583785,2022-11-01T02:30:14.805Z,269000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a33333232,ADA Ninjaz - Aramar #3322,5fcb8a5b39e5305554aea19da754a70b7218545a2dfc7bde119144f1f6c95cd1,20728709,2022-10-31T23:27:07.862Z,300000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a36393538,ADA Ninjaz - Aramar #6958,7799f04337edb38db7e139e82010bcc0c716fdc91f4cc2bde9984ca545175fc6,20728546,2022-10-31T23:09:06.551Z,1500000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a31383532,ADA Ninjaz - Aramar #1852,bd3be71f48a18f40d3bb48545fd271c35a0fb8bcb288c1eb969f44492baac41e,20707087,2022-10-29T23:43:22.297Z,199000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a33383434,ADA Ninjaz - Aramar #3844,96f42eb1b03c89f6f41dfaa95182b6beb5474a1e8f09c9686acc9f8899d765cc,20704900,2022-10-29T18:45:06.361Z,500000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a36343236,ADA Ninjaz - Aramar #6426,48c2f5cf3d77b61634ac270fde804ebbb701947e025f7bad32ba4fe0eb8c14ec,20702284,2022-10-29T12:54:22.592Z,400000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a36313739,ADA Ninjaz - Aramar #6179,42d83991dbe9bd9dc600dc7073302203d85fb5f9261b81f455d3a883c5383ac9,20702281,2022-10-29T12:51:15.707Z,400000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a35393330,ADA Ninjaz - Aramar #5930,15c956dc07753756f43b1feac2f457dac6c96cef31fa9b93ecc459346f504f96,20701903,2022-10-29T11:30:06.843Z,321000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a37393931,ADA Ninjaz - Aramar #7991,5b9d61630a28322f6242b5ff2203298a09802281c6f7517f0fa0e8bb76253f27,20696987,2022-10-28T21:46:07.367Z,225000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a32303534,ADA Ninjaz - Aramar #2054,f8ab7c8b2cf64920ff776753ae40231ef0b70c8ccb0fbf13fd93952d0f91a436,19832095,2022-10-27T14:37:29.398Z,225000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a30373433,ADA Ninjaz - Aramar #0743,a7bad33ed6c33b313b6e35e1954eda93616f5bc37a8c0c311074b70e906c2040,20673999,2022-10-26T17:08:06.592Z,168000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a32333039,ADA Ninjaz - Aramar #2309,e6076606065190923c3a358793d9135b2a262d1303940394873cdc8b5b12e1b9,20664513,2022-10-26T01:54:27.178Z,250000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a37333836,ADA Ninjaz - Aramar #7386,e1d7600858bfe24fdbfb89e1699aaa5e5b7305bd147f578babb97493661d3266,20643156,2022-10-24T15:40:25.000Z,296000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a36373431,ADA Ninjaz - Aramar #6741,d10eb70f8f1a95a2ccea3bddd7d658ba20ab755325d401fa180786203cdd7eab,20642581,2022-10-24T14:36:08.758Z,200000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a32313035,ADA Ninjaz - Aramar #2105,c675d80919692b2ded5c399d1d2f2524dcbb2997e37c865df40156b0d63db6b8,20639402,2022-10-24T07:23:08.018Z,427000000,SINGLE_ASSET
83c0ab67afc9148bd1571b7a14de1df03cd5624f5992d3b8ec84d6fb4164614e696e6a617a38343135,ADA Ninjaz - Aramar #8415,ca24a9aeaceb6ab7eae57d34b9e3d87e67d0d3ebe54689f1845d9fca467d9bfb,20632260,2022-10-23T16:12:06.218Z,140000000,SINGLE_ASSET
